,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
11490,1,Australia League Play,18,Perth,9,16,Melbourne,False
11491,1,Australia League Play,18,Adelaide,16,10,Mackay,False
11492,1,Australia League Play,18,Gold Coast,9,10,Launceston,False
11493,1,Australia League Play,18,Canberra,20,10,Ballarat,False
11494,1,Australia League Play,18,Sunshine Coast,15,7,Bendigo,False
11495,1,Australia League Play,18,Wollongong,12,9,Darwin,False
11496,1,Australia League Play,18,Newcastle,8,7,Toowoomba,True
11497,1,Australia League Play,18,Geelong,9,11,Cairns,False
11498,1,Australia League Play,18,Hobart,6,5,Townsville,False
11499,1,Austria League Play,18,Vienna,9,5,Linz,False
11500,1,Austria League Play,18,Salzburg,7,9,Graz,False
11501,1,Austria League Play,18,Innsbruck,18,8,Amstetten,False
11502,1,Austria League Play,18,Klagenfurt,14,6,Traun,False
11503,1,Austria League Play,18,Wels,10,9,Krems,False
11504,1,Austria League Play,18,Villach,16,8,Leoben,False
11505,1,Austria League Play,18,Sankt Polten,10,8,Bregenz,False
11506,1,Austria League Play,18,Dornbirn,10,11,Feldkirch,False
11507,1,Austria League Play,18,Wiener Neustadt,10,8,Leonding,False
11508,1,Austria League Play,18,Steyr,11,10,Klosterneuburg,False
11509,1,Bangladesh League Play,18,Dhaka,22,10,Gazipur,False
11510,1,Bangladesh League Play,18,Narayanganj,8,15,Chittagong,False
11511,1,Bangladesh League Play,18,Khulna,12,9,Chandpur,False
11512,1,Bangladesh League Play,18,Rajshahi,11,10,Faridpur,True
11513,1,Bangladesh League Play,18,Sylhet,8,9,Tangail,False
11514,1,Bangladesh League Play,18,Savar,10,9,Nawabganj,False
11515,1,Bangladesh League Play,18,Comilla,9,8,Tongi,False
11516,1,Bangladesh League Play,18,Mymensingh,10,9,Barisal,True
11517,1,Bangladesh League Play,18,Rangpur,14,5,Jessore,False
11518,1,Bangladesh League Play,18,Dinajpur,8,11,Bogra,False
11519,1,Belgium League Play,18,Brussels,5,6,Ghent,False
11520,1,Belgium League Play,18,Charleroi,11,8,Antwerp,False
11521,1,Belgium League Play,18,Liege,11,7,Roeselare,False
11522,1,Belgium League Play,18,Bruges,6,4,Seraing,False
11523,1,Belgium League Play,18,Namur,9,8,Ostend,True
11524,1,Belgium League Play,18,Leuven,15,10,Genk,False
11525,1,Belgium League Play,18,Mons,14,11,Tournai,False
11526,1,Belgium League Play,18,Aalst,10,12,La Louviere,False
11527,1,Belgium League Play,18,Mechelen,12,8,Hasselt,False
11528,1,Belgium League Play,18,Sint-Niklaas,10,7,Kortrijk,False
11529,1,Brazil League Play,18,Sao Paulo,16,10,Brasilia,False
11530,1,Brazil League Play,18,Salvador,13,9,Rio de Janeiro,False
11531,1,Brazil League Play,18,Fortaleza,10,13,Joao Pessoa,False
11532,1,Brazil League Play,18,Belo Horizonte,9,16,Campo Grande,False
11533,1,Brazil League Play,18,Manaus,15,11,Teresina,False
11534,1,Brazil League Play,18,Curitiba,10,8,Natal,False
11535,1,Brazil League Play,18,Recife,9,8,Maceio,False
11536,1,Brazil League Play,18,Goiania,13,9,Sao Luis,False
11537,1,Brazil League Play,18,Belem,8,9,Campinas,False
11538,1,Brazil League Play,18,Porto Alegre,7,9,Guarulhos,False
11539,1,Canada League Play,18,Toronto,14,9,Calgary,False
11540,1,Canada League Play,18,Ottawa,9,7,Montreal,False
11541,1,Canada League Play,18,Edmonton,14,10,Longueuil,False
11542,1,Canada League Play,18,Winnipeg,10,9,Gatineau,False
11543,1,Canada League Play,18,Mississauga,11,7,Saskatoon,False
11544,1,Canada League Play,18,Vancouver,7,6,Vaughan,False
11545,1,Canada League Play,18,Brampton,17,10,Markham,False
11546,1,Canada League Play,18,Hamilton,8,11,London,False
11547,1,Canada League Play,18,Surrey,8,9,Laval,False
11548,1,Canada League Play,18,Quebec City,6,7,Halifax,False
11549,1,Chile League Play,18,Santiago,13,8,Valparaiso,False
11550,1,Chile League Play,18,Antofagasta,10,11,Concepcion,False
11551,1,Chile League Play,18,La Serena,8,9,Villa Alemana,False
11552,1,Chile League Play,18,Temuco,13,8,Quilpue,False
11553,1,Chile League Play,18,Rancagua,10,9,Osorno,True
11554,1,Chile League Play,18,Puerto Montt,11,9,Calama,False
11555,1,Chile League Play,18,Iquique,8,10,San Pedro de la Paz,False
11556,1,Chile League Play,18,Arica,8,9,Punta Arenas,False
11557,1,Chile League Play,18,Talca,10,12,Valdivia,False
11558,1,Chile League Play,18,Coquimbo,7,11,Copiapó,False
11559,1,China League Play,18,Chongqing,8,13,Beijing,False
11560,1,China League Play,18,Shenzhen,9,14,Shanghai,False
11561,1,China League Play,18,Guangzhou,7,10,Kunming,False
11562,1,China League Play,18,Tianjin,8,6,Dalian,False
11563,1,China League Play,18,Xi'an,8,9,Changsha,False
11564,1,China League Play,18,Zhengzhou,9,8,Shenyang,False
11565,1,China League Play,18,Hangzhou,10,14,Nanjing,False
11566,1,China League Play,18,Wuhan,12,10,Jinan,False
11567,1,China League Play,18,Suzhou,8,11,Chengdu,False
11568,1,China League Play,18,Harbin,8,9,Qingdao,False
11569,1,Colombia League Play,18,Bogota,11,10,Medellín,True
11570,1,Colombia League Play,18,Barranquilla,8,7,Cali,True
11571,1,Colombia League Play,18,Cartagena,9,11,Manizales,False
11572,1,Colombia League Play,18,Cucuta,16,11,Monteria,False
11573,1,Colombia League Play,18,Soledad,14,9,Neiva,False
11574,1,Colombia League Play,18,Bucaramanga,8,9,Palmira,False
11575,1,Colombia League Play,18,Pereira,6,9,Armenia,False
11576,1,Colombia League Play,18,Ibague,9,11,Santa Marta,False
11577,1,Colombia League Play,18,Villavicencio,8,9,Valledupar,False
11578,1,Colombia League Play,18,Soacha,8,7,Pasto,False
11579,1,Czech Republic League Play,18,Prague,13,10,Ostrava,False
11580,1,Czech Republic League Play,18,Plzen,6,10,Brno,False
11581,1,Czech Republic League Play,18,Liberec,15,10,Teplice,False
11582,1,Czech Republic League Play,18,Hradec Králové,10,9,Decin,False
11583,1,Czech Republic League Play,18,Pardubice,13,7,Jihlava,False
11584,1,Czech Republic League Play,18,Ústí nad Labem,10,9,Opava,True
11585,1,Czech Republic League Play,18,Olomouc,8,15,Frydek-Mistek,False
11586,1,Czech Republic League Play,18,České Budějovice,8,7,Karvina,False
11587,1,Czech Republic League Play,18,Havirov,9,8,Most,False
11588,1,Czech Republic League Play,18,Zlín,7,8,Kladno,False
11589,1,Denmark League Play,18,Copenhagen,13,6,Aalborg,False
11590,1,Denmark League Play,18,Odense,8,6,Aarhus,False
11591,1,Denmark League Play,18,Esbjerg,11,10,Sønderborg,True
11592,1,Denmark League Play,18,Vejle,10,6,Fredericia,False
11593,1,Denmark League Play,18,Copenhagen S,9,8,Naestved,True
11594,1,Denmark League Play,18,Frederiksberg,17,7,Hillerød,False
11595,1,Denmark League Play,18,Herning,9,10,Helsingør,False
11596,1,Denmark League Play,18,Randers,8,13,Holstebro,False
11597,1,Denmark League Play,18,Horsens,4,8,Viborg,False
11598,1,Denmark League Play,18,Kolding,8,7,Silkeborg,True
11599,1,Ecuador League Play,18,Guayaquil,11,7,Cuenca,False
11600,1,Ecuador League Play,18,Santo Domingo,11,10,Quito,False
11601,1,Ecuador League Play,18,Portoviejo,10,9,Azogues,False
11602,1,Ecuador League Play,18,Machala,12,11,Nueva Loja,False
11603,1,Ecuador League Play,18,Manta,7,6,Tulcán,True
11604,1,Ecuador League Play,18,Loja,10,8,Eloy Alfaro,False
11605,1,Ecuador League Play,18,Esmeraldas,10,8,Riobamba,False
11606,1,Ecuador League Play,18,Ibarra,11,15,Latacunga,False
11607,1,Ecuador League Play,18,Ambato,9,13,Quevedo,False
11608,1,Ecuador League Play,18,Milagro,8,5,Babahoyo,False
11609,1,Egypt League Play,18,Cairo,11,12,Giza,False
11610,1,Egypt League Play,18,Shubra El Kheima,9,15,Alexandria,False
11611,1,Egypt League Play,18,Suez,14,10,Sohag,False
11612,1,Egypt League Play,18,Port Said,14,9,Fayyum,False
11613,1,Egypt League Play,18,Al-Mansura,8,4,Dammietta,False
11614,1,Egypt League Play,18,El-Mahalla El-Kubra,8,14,Aswan,False
11615,1,Egypt League Play,18,Tanta,10,12,Beni Suef,False
11616,1,Egypt League Play,18,Asyut,8,7,Zagazig,False
11617,1,Egypt League Play,18,Ismailia,14,5,Damanhur,False
11618,1,Egypt League Play,18,Luxor,9,15,Minya,False
11619,1,Ethiopia League Play,18,Addis Ababa,15,8,Gondar,False
11620,1,Ethiopia League Play,18,Mekele,9,8,Dire Dawa,True
11621,1,Ethiopia League Play,18,Nazret,11,10,Harar,True
11622,1,Ethiopia League Play,18,Bahir Dar,12,8,Dilla,False
11623,1,Ethiopia League Play,18,Hawassa,13,8,Nekemte,False
11624,1,Ethiopia League Play,18,Dessie,15,10,Debre Markos,False
11625,1,Ethiopia League Play,18,Jimma,9,7,Kombolcha,False
11626,1,Ethiopia League Play,18,Jijiga,7,14,Sodo,False
11627,1,Ethiopia League Play,18,Shashamane,9,6,Arba Minch,False
11628,1,Ethiopia League Play,18,Bishoftu,15,11,Hosaena,False
11629,1,Finland League Play,18,Helsinki,8,10,Tampere,False
11630,1,Finland League Play,18,Vantaa,9,12,Espoo,False
11631,1,Finland League Play,18,Oulu,9,4,Kotka,False
11632,1,Finland League Play,18,Turku,16,8,Salo,False
11633,1,Finland League Play,18,Jyvaskyla,9,8,Mikkeli,True
11634,1,Finland League Play,18,Kuopio,9,6,Lappeenranta,False
11635,1,Finland League Play,18,Lahti,16,9,Hameenlinna,False
11636,1,Finland League Play,18,Pori,8,7,Rovaniemi,False
11637,1,Finland League Play,18,Kouvola,15,9,Vaasa,False
11638,1,Finland League Play,18,Joensuu,9,12,Seinajoki,False
11639,1,France League Play,18,Paris,9,14,Lyon,False
11640,1,France League Play,18,Toulouse,7,11,Marseille,False
11641,1,France League Play,18,Nice,5,4,Nimes,False
11642,1,France League Play,18,Nantes,8,6,Villeurbanne,False
11643,1,France League Play,18,Montpellier,10,11,Angers,False
11644,1,France League Play,18,Strasbourg,10,9,Dijon,False
11645,1,France League Play,18,Bordeaux,7,12,Grenoble,False
11646,1,France League Play,18,Lille,10,7,Saint-Etienne,False
11647,1,France League Play,18,Rennes,8,11,Le Havre,False
11648,1,France League Play,18,Reims,6,5,Toulon,False
11649,1,Germany League Play,18,Berlin,12,10,Munich,False
11650,1,Germany League Play,18,Cologne,10,15,Hamburg,False
11651,1,Germany League Play,18,Frankfurt,8,10,Mannheim,False
11652,1,Germany League Play,18,Stuttgart,9,13,Bielefeld,False
11653,1,Germany League Play,18,Dusseldorf,8,13,Bonn,False
11654,1,Germany League Play,18,Leipzig,13,9,Wuppertal,False
11655,1,Germany League Play,18,Dortmund,6,11,Bochum,False
11656,1,Germany League Play,18,Essen,8,11,Duisburg,False
11657,1,Germany League Play,18,Bremen,11,9,Nuremberg,False
11658,1,Germany League Play,18,Dresden,9,10,Hanover,False
11659,1,Greece League Play,18,Athens,14,9,Patras,False
11660,1,Greece League Play,18,Heraklion,10,14,Thessaloniki,False
11661,1,Greece League Play,18,Larissa,6,13,Ioannina,False
11662,1,Greece League Play,18,Volos,14,7,Chania,False
11663,1,Greece League Play,18,Peristeri,13,8,Chalcis,False
11664,1,Greece League Play,18,Piraeus,13,11,Acharnes,False
11665,1,Greece League Play,18,Kallithea,7,15,Kalamaria,False
11666,1,Greece League Play,18,Zografou,12,10,Nikaia,False
11667,1,Greece League Play,18,Agios Dimitrios,9,12,Glyfada,False
11668,1,Greece League Play,18,Rhodes,7,11,Ilion,False
11669,1,Hong Kong League Play,18,Hong Kong,18,10,Sha Tin,False
11670,1,Hong Kong League Play,18,Yuen Long,11,14,Kowloon,False
11671,1,Hong Kong League Play,18,Kwai Chung,14,7,Hung Hom,False
11672,1,Hong Kong League Play,18,Tuen Mun,9,8,Central,False
11673,1,Hong Kong League Play,18,Tseung Kwan O,14,10,Causeway Bay,False
11674,1,Hong Kong League Play,18,Tai Po,14,11,Shau Kei Wan,False
11675,1,Hong Kong League Play,18,Tsuen Wan,8,10,Aberdeen,False
11676,1,Hong Kong League Play,18,Sai Kung,10,12,Mong Kok,False
11677,1,Hong Kong League Play,18,Fanling,12,11,Ma On Shan,False
11678,1,Hong Kong League Play,18,Tin Shui Wai,10,9,Wan Chai,True
11679,1,Hungary League Play,18,Budapest,11,10,Miskolc,True
11680,1,Hungary League Play,18,Szeged,12,11,Debrecen,False
11681,1,Hungary League Play,18,Gyor,9,8,Kaposvar,True
11682,1,Hungary League Play,18,Kecskemet,11,8,Veszprem,False
11683,1,Hungary League Play,18,Pécs,9,8,Bekescsaba,False
11684,1,Hungary League Play,18,Győr,8,10,Eger,False
11685,1,Hungary League Play,18,Nyiregyhaza,19,9,Érd,False
11686,1,Hungary League Play,18,Szekesfehervar,11,10,Dunaujvaros,True
11687,1,Hungary League Play,18,Szombathely,12,9,Sopron,False
11688,1,Hungary League Play,18,Szolnok,10,14,Zalaegerszeg,False
11689,1,India League Play,18,Delhi,14,9,Kolkata,False
11690,1,India League Play,18,Bangalore,12,9,Mumbai,False
11691,1,India League Play,18,Hyderabad,13,8,Ghaziabad,False
11692,1,India League Play,18,Chennai,7,6,Visakhapatnam,False
11693,1,India League Play,18,Ahmedabad,10,11,Vadodara,False
11694,1,India League Play,18,Pune,12,9,Patna,False
11695,1,India League Play,18,Surat,8,10,Bhopal,False
11696,1,India League Play,18,Jaipur,9,12,Thane,False
11697,1,India League Play,18,Lucknow,10,9,Nagpur,False
11698,1,India League Play,18,Indore,13,10,Kanpur,False
11699,1,Indonesia League Play,18,Jakarta,10,11,Bandung,False
11700,1,Indonesia League Play,18,Bekasi,11,8,Surabaya,False
11701,1,Indonesia League Play,18,Medan,13,7,Pontianak,False
11702,1,Indonesia League Play,18,Depok,11,13,Banjarmasin,False
11703,1,Indonesia League Play,18,Tangerang,12,9,Tasikmalaya,False
11704,1,Indonesia League Play,18,Semarang,17,11,Samarinda,False
11705,1,Indonesia League Play,18,Makassar,9,7,Malang,False
11706,1,Indonesia League Play,18,Palembang,9,8,Padang,True
11707,1,Indonesia League Play,18,Batam,10,11,Bandar Lampung,False
11708,1,Indonesia League Play,18,Pekanbaru,11,10,Bogor,True
11709,1,Iraq League Play,18,Baghdad,8,7,Mosul,False
11710,1,Iraq League Play,18,Erbil,10,14,Basra,False
11711,1,Iraq League Play,18,Kirkuk,9,10,Tikrit,False
11712,1,Iraq League Play,18,Sulaymaniyah,11,7,Diyala,False
11713,1,Iraq League Play,18,Najaf,10,9,Fallujah,True
11714,1,Iraq League Play,18,Karbala,9,7,Amarah,False
11715,1,Iraq League Play,18,Nasiriyah,7,5,Samawah,False
11716,1,Iraq League Play,18,Ramadi,9,12,Dohuk,False
11717,1,Iraq League Play,18,Hillah,6,9,Kut,False
11718,1,Iraq League Play,18,Baqubah,8,5,Diwaniyah,False
11719,1,Ireland League Play,18,Dublin,10,9,Limerick,False
11720,1,Ireland League Play,18,Galway,10,14,Cork,False
11721,1,Ireland League Play,18,Waterford,14,7,Athlone,False
11722,1,Ireland League Play,18,Drogheda,12,7,Mullingar,False
11723,1,Ireland League Play,18,Swords,9,11,Ennis,False
11724,1,Ireland League Play,18,Dundalk,8,12,Tralee,False
11725,1,Ireland League Play,18,Bray,11,10,Portlaoise,False
11726,1,Ireland League Play,18,Kilkenny,10,9,Newbridge,True
11727,1,Ireland League Play,18,Navan,9,18,Carlow,False
11728,1,Ireland League Play,18,Balbriggan,10,9,Naas,False
11729,1,Israel League Play,18,Jerusalem,10,8,Haifa,False
11730,1,Israel League Play,18,Petah Tikva,12,10,Tel Aviv,False
11731,1,Israel League Play,18,Rishon LeZion,9,11,Ramla,False
11732,1,Israel League Play,18,Ashdod,21,9,Lod,False
11733,1,Israel League Play,18,Netanya,15,10,Nazareth,False
11734,1,Israel League Play,18,Beer Sheva,8,7,Modi'in,False
11735,1,Israel League Play,18,Bnei Brak,7,6,Kfar Saba,False
11736,1,Israel League Play,18,Holon,8,6,Herzliya,False
11737,1,Israel League Play,18,Ramat Gan,11,13,Bat Yam,False
11738,1,Israel League Play,18,Rehovot,11,15,Ashkelon,False
11739,1,Italy League Play,18,Rome,16,9,Naples,False
11740,1,Italy League Play,18,Turin,9,11,Milan,False
11741,1,Italy League Play,18,Palermo,11,10,Reggio Calabria,True
11742,1,Italy League Play,18,Genoa,11,10,Modena,True
11743,1,Italy League Play,18,Bologna,12,10,Parma,False
11744,1,Italy League Play,18,Florence,8,7,Brescia,False
11745,1,Italy League Play,18,Bari,9,13,Taranto,False
11746,1,Italy League Play,18,Catania,9,12,Trieste,False
11747,1,Italy League Play,18,Venice,8,9,Padua,False
11748,1,Italy League Play,18,Verona,9,8,Messina,True
11749,1,Japan League Play,18,Tokyo,11,9,Osaka,False
11750,1,Japan League Play,18,Nagoya,9,11,Yokohama,False
11751,1,Japan League Play,18,Sapporo,10,16,Shizuoka,False
11752,1,Japan League Play,18,Fukuoka,9,8,Sagamihara,True
11753,1,Japan League Play,18,Kobe,12,8,Okayama,False
11754,1,Japan League Play,18,Kawasaki,12,9,Niigata,False
11755,1,Japan League Play,18,Kyoto,6,4,Hamamatsu,False
11756,1,Japan League Play,18,Saitama,12,7,Sakai,False
11757,1,Japan League Play,18,Hiroshima,10,17,Kitakyushu,False
11758,1,Japan League Play,18,Sendai,10,9,Chiba,True
11759,1,Kazakhstan League Play,18,Almaty,8,11,Astana,False
11760,1,Kazakhstan League Play,18,Karaganda,10,15,Shymkent,False
11761,1,Kazakhstan League Play,18,Aktobe,9,10,Kokshetau,False
11762,1,Kazakhstan League Play,18,Taraz,13,8,Ekibastuz,False
11763,1,Kazakhstan League Play,18,Pavlodar,10,7,Rudny,False
11764,1,Kazakhstan League Play,18,Semey,14,9,Aktau,False
11765,1,Kazakhstan League Play,18,Atyrau,6,7,Kostanay,False
11766,1,Kazakhstan League Play,18,Ust-Kamenogorsk,7,9,Petropavl,False
11767,1,Kazakhstan League Play,18,Temirtau,10,9,Oral,False
11768,1,Kazakhstan League Play,18,Turkestan,7,4,Kyzylorda,False
11769,1,Kenya League Play,18,Nairobi,10,8,Kisumu,False
11770,1,Kenya League Play,18,Nakuru,8,10,Mombasa,False
11771,1,Kenya League Play,18,Eldoret,8,6,Lamu,False
11772,1,Kenya League Play,18,Ruiru,16,5,Embu,False
11773,1,Kenya League Play,18,Kikuyu,10,5,Naivasha,False
11774,1,Kenya League Play,18,Machakos,8,14,Wajir,False
11775,1,Kenya League Play,18,Thika,12,9,Nyeri,False
11776,1,Kenya League Play,18,Garissa,9,15,Kericho,False
11777,1,Kenya League Play,18,Kitale,9,14,Malindi,False
11778,1,Kenya League Play,18,Kisii,12,9,Meru,False
11779,1,Kuwait League Play,18,Kuwait City,13,9,Al Farwaniyah,False
11780,1,Kuwait League Play,18,Al Ahmadi,12,8,Hawalli,False
11781,1,Kuwait League Play,18,Jahra,10,8,Sabahiya,False
11782,1,Kuwait League Play,18,Mubarak Al-Kabeer,12,8,Um Al Hayman,False
11783,1,Kuwait League Play,18,Salmiya,15,8,Ruq'i,False
11784,1,Kuwait League Play,18,Fahaheel,14,10,Abu Halifa,False
11785,1,Kuwait League Play,18,Rumaithiyya,18,7,Fintas,False
11786,1,Kuwait League Play,18,Sabah Al-Salem,10,13,Mishref,False
11787,1,Kuwait League Play,18,Al-Mangaf,12,10,Salwa,False
11788,1,Kuwait League Play,18,Ar Riqqah,10,12,Bayan,False
11789,1,Malaysia League Play,18,Kuala Lumpur,10,7,Johor Bahru,False
11790,1,Malaysia League Play,18,Penang,12,8,Klang,False
11791,1,Malaysia League Play,18,Ipoh,15,10,Putrajaya,False
11792,1,Malaysia League Play,18,Subang Jaya,9,13,Miri,False
11793,1,Malaysia League Play,18,Kuching,9,8,Kuala Terengganu,True
11794,1,Malaysia League Play,18,Shah Alam,13,9,Alor Setar,False
11795,1,Malaysia League Play,18,Petaling Jaya,7,10,Kuantan,False
11796,1,Malaysia League Play,18,Kajang,9,12,Malacca,False
11797,1,Malaysia League Play,18,Ampang Jaya,8,9,Kota Bharu,False
11798,1,Malaysia League Play,18,Seremban,13,9,Kota Kinabalu,False
11799,1,Mexico League Play,18,Mexico City,10,13,Ecatepec,False
11800,1,Mexico League Play,18,Tijuana,9,8,Puebla,False
11801,1,Mexico League Play,18,Leon,11,10,Acapulco,False
11802,1,Mexico League Play,18,Juarez,10,9,Mexicali,False
11803,1,Mexico League Play,18,Guadalajara,7,9,Aguascalientes,False
11804,1,Mexico League Play,18,Zapopan,7,6,San Luis Potosi,True
11805,1,Mexico League Play,18,Monterrey,13,10,Saltillo,False
11806,1,Mexico League Play,18,Nezahualcoyotl,14,8,Culiacan,False
11807,1,Mexico League Play,18,Chihuahua,6,8,Hermosillo,False
11808,1,Mexico League Play,18,Naucalpan,9,8,Merida,False
11809,1,Morocco League Play,18,Casablanca,14,9,Fes,False
11810,1,Morocco League Play,18,Tangier,7,9,Rabat,False
11811,1,Morocco League Play,18,Sale,15,10,Al Hoceima,False
11812,1,Morocco League Play,18,Marrakech,16,8,Mohammedia,False
11813,1,Morocco League Play,18,Agadir,13,8,El Jadida,False
11814,1,Morocco League Play,18,Meknes,15,7,Beni Mellal,False
11815,1,Morocco League Play,18,Kenitra,6,7,Nador,False
11816,1,Morocco League Play,18,Oujda,10,11,Taza,False
11817,1,Morocco League Play,18,Tetouan,11,7,Khouribga,False
11818,1,Morocco League Play,18,Safi,9,14,Temara,False
11819,1,Netherlands League Play,18,Amsterdam,8,7,The Hague,False
11820,1,Netherlands League Play,18,Utrecht,11,14,Rotterdam,False
11821,1,Netherlands League Play,18,Tilburg,13,10,Zwolle,False
11822,1,Netherlands League Play,18,Eindhoven,11,8,Leiden,False
11823,1,Netherlands League Play,18,Groningen,11,6,Dordrecht,False
11824,1,Netherlands League Play,18,Almere,8,9,Amersfoort,False
11825,1,Netherlands League Play,18,Breda,13,10,Zaanstad,False
11826,1,Netherlands League Play,18,Nijmegen,8,11,Apeldoorn,False
11827,1,Netherlands League Play,18,Arnhem,12,11,Haarlem,False
11828,1,Netherlands League Play,18,Haarlemmermeer,13,8,Enschede,False
11829,1,New Zealand League Play,18,Auckland,5,6,Christchurch,False
11830,1,New Zealand League Play,18,Hamilton,8,13,Wellington,False
11831,1,New Zealand League Play,18,Tauranga,9,8,Blenheim,False
11832,1,New Zealand League Play,18,Napier-Hastings,10,14,Timaru,False
11833,1,New Zealand League Play,18,Dunedin,14,7,Taupo,False
11834,1,New Zealand League Play,18,Palmerston North,16,10,Masterton,False
11835,1,New Zealand League Play,18,Whangarei,7,11,Levin,False
11836,1,New Zealand League Play,18,New Plymouth,8,10,Gisborne,False
11837,1,New Zealand League Play,18,Nelson,7,12,Invercargill,False
11838,1,New Zealand League Play,18,Rotorua,9,16,Whanganui,False
11839,1,Nigeria League Play,18,Lagos,14,9,Ibadan,False
11840,1,Nigeria League Play,18,Abuja,11,10,Kano,True
11841,1,Nigeria League Play,18,Port Harcourt,10,8,Owerri,False
11842,1,Nigeria League Play,18,Benin City,20,6,Asaba,False
11843,1,Nigeria League Play,18,Kaduna,7,8,Abeokuta,False
11844,1,Nigeria League Play,18,Maiduguri,13,10,Sokoto,False
11845,1,Nigeria League Play,18,Zaria,9,11,Warri,False
11846,1,Nigeria League Play,18,Ilorin,12,11,Onitsha,True
11847,1,Nigeria League Play,18,Jos,8,12,Ogbomosho,False
11848,1,Nigeria League Play,18,Aba,9,10,Enugu,False
11849,1,Norway League Play,18,Oslo,12,9,Stavanger,False
11850,1,Norway League Play,18,Trondheim,9,8,Bergen,True
11851,1,Norway League Play,18,Kristiansand,10,9,Kongsberg,True
11852,1,Norway League Play,18,Drammen,9,12,Molde,False
11853,1,Norway League Play,18,Fredrikstad,12,8,Lillehammer,False
11854,1,Norway League Play,18,Sandnes,8,9,Haugesund,False
11855,1,Norway League Play,18,Skien,16,10,Porsgrunn,False
11856,1,Norway League Play,18,Sandefjord,8,6,Alesund,False
11857,1,Norway League Play,18,Asker,11,7,Tonsberg,False
11858,1,Norway League Play,18,Sarpsborg,11,8,Bodø,False
11859,1,Oman League Play,18,Muscat,13,10,Salalah,False
11860,1,Oman League Play,18,Sohar,6,11,Seeb,False
11861,1,Oman League Play,18,Al Khuwair,22,11,Khasab,False
11862,1,Oman League Play,18,Nizwa,12,7,Al Hamra,False
11863,1,Oman League Play,18,Sur,5,6,Shinas,False
11864,1,Oman League Play,18,Rustaq,9,11,Al Suwaiq,False
11865,1,Oman League Play,18,Bidbid,11,7,Bahla,False
11866,1,Oman League Play,18,Ibra,8,9,Al Buraymi,False
11867,1,Oman League Play,18,Ibri,10,8,Izki,False
11868,1,Oman League Play,18,Saham,13,10,Al Khaburah,False
11869,1,Pakistan League Play,18,Karachi,9,7,Faisalabad,False
11870,1,Pakistan League Play,18,Gujranwala,9,12,Lahore,False
11871,1,Pakistan League Play,18,Rawalpindi,15,10,Sukkur,False
11872,1,Pakistan League Play,18,Multan,7,6,Larkana,True
11873,1,Pakistan League Play,18,Peshawar,10,8,Sheikhupura,False
11874,1,Pakistan League Play,18,Hyderabad,11,12,Rahim Yar Khan,False
11875,1,Pakistan League Play,18,Islamabad,8,6,Jhang,False
11876,1,Pakistan League Play,18,Bahawalpur,7,13,Dera Ghazi Khan,False
11877,1,Pakistan League Play,18,Quetta,11,10,Gujrat,False
11878,1,Pakistan League Play,18,Sargodha,10,9,Sialkot,False
11879,1,Peru League Play,18,Lima,9,12,Arequipa,False
11880,1,Peru League Play,18,Trujillo,9,10,Callao,False
11881,1,Peru League Play,18,Piura,11,7,Ayacucho,False
11882,1,Peru League Play,18,Iquitos,10,9,Puno,False
11883,1,Peru League Play,18,Chiclayo,11,10,Tumbes,False
11884,1,Peru League Play,18,Chimbote,14,10,Pisco,False
11885,1,Peru League Play,18,Cusco,15,9,Sullana,False
11886,1,Peru League Play,18,Huancayo,16,8,Huanuco,False
11887,1,Peru League Play,18,Tacna,9,12,Ica,False
11888,1,Peru League Play,18,Pucallpa,9,13,Juliaca,False
11889,1,Philippines League Play,18,Quezon City,8,9,Manila,False
11890,1,Philippines League Play,18,Caloocan,4,6,Davao,False
11891,1,Philippines League Play,18,Zamboanga,8,7,Marikina,False
11892,1,Philippines League Play,18,Cebu City,8,7,Imus,True
11893,1,Philippines League Play,18,Antipolo,10,11,Makati,False
11894,1,Philippines League Play,18,Pasig,7,6,Muntinlupa,False
11895,1,Philippines League Play,18,Taguig,10,11,Las Piñas,False
11896,1,Philippines League Play,18,General Santos,11,10,Bacoor,False
11897,1,Philippines League Play,18,Cagayan de Oro,8,13,Parañaque,False
11898,1,Philippines League Play,18,Dasmariñas,16,10,Valenzuela,False
11899,1,Poland League Play,18,Warsaw,14,9,Lodz,False
11900,1,Poland League Play,18,Wroclaw,14,9,Krakow,False
11901,1,Poland League Play,18,Poznan,10,9,Gliwice,False
11902,1,Poland League Play,18,Gdansk,9,10,Zabrze,False
11903,1,Poland League Play,18,Szczecin,8,5,Torun,False
11904,1,Poland League Play,18,Lublin,11,10,Sosnowiec,True
11905,1,Poland League Play,18,Bydgoszcz,19,7,Rzeszow,False
11906,1,Poland League Play,18,Katowice,10,7,Kielce,False
11907,1,Poland League Play,18,Bialystok,9,6,Radom,False
11908,1,Poland League Play,18,Gdynia,8,9,Czestochowa,False
11909,1,Portugal League Play,18,Lisbon,10,9,Porto,False
11910,1,Portugal League Play,18,Braga,7,15,Vila Nova de Gaia,False
11911,1,Portugal League Play,18,Amadora,13,9,Leiria,False
11912,1,Portugal League Play,18,Almada,11,8,Évora,False
11913,1,Portugal League Play,18,Setúbal,9,14,Viseu,False
11914,1,Portugal League Play,18,Sintra,8,11,Faro,False
