,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
11446,1,United Kingdom League Play,17,Bristol,11,7,Brighton,False
11447,1,United Kingdom League Play,17,Coventry,7,10,Newcastle,False
11448,1,United Kingdom League Play,17,Cardiff,12,11,Nottingham,True
11449,1,United Kingdom League Play,17,Leicester,11,10,Belfast,False
11450,1,United States League Play,17,New York,7,8,Houston,False
11451,1,United States League Play,17,Philadelphia,10,8,Chicago,False
11452,1,United States League Play,17,Phoenix,12,7,Los Angeles,False
11453,1,United States League Play,17,San Antonio,9,8,Nashville,True
11454,1,United States League Play,17,San Diego,14,8,Denver,False
11455,1,United States League Play,17,Dallas,9,10,Seattle,False
11456,1,United States League Play,17,San Jose,8,7,San Francisco,True
11457,1,United States League Play,17,Austin,9,10,Indianapolis,False
11458,1,United States League Play,17,Fort Worth,9,8,Charlotte,False
11459,1,United States League Play,17,Jacksonville,9,8,Columbus,True
11460,1,Vietnam League Play,17,Ho Chi Minh City,11,6,Bien Hoa,False
11461,1,Vietnam League Play,17,Can Tho,9,12,Haiphong,False
11462,1,Vietnam League Play,17,Da Nang,9,15,Hanoi,False
11463,1,Vietnam League Play,17,Buon Ma Thuot,8,17,Nam Dinh,False
11464,1,Vietnam League Play,17,Nha Trang,15,10,My Tho,False
11465,1,Vietnam League Play,17,Hue,8,7,Rach Gia,True
11466,1,Vietnam League Play,17,Vung Tau,12,9,Ca Mau,False
11467,1,Vietnam League Play,17,Thai Nguyen,13,8,Da Lat,False
11468,1,Vietnam League Play,17,Long Xuyen,14,9,Bac Ninh,False
11469,1,Vietnam League Play,17,Quy Nhon,9,8,Vinh,True
11470,1,WCQ Europe STAGE 2 GROUP 1,4,Ireland,9,12,Switzerland,False
11471,1,WCQ Europe STAGE 2 GROUP 1,4,Norway,5,9,Austria,False
11472,1,WCQ Europe STAGE 2 GROUP 1,4,Germany,8,10,Spain,False
11473,1,WCQ Europe STAGE 2 GROUP 2,4,France,9,7,Sweden,False
11474,1,WCQ Europe STAGE 2 GROUP 2,4,Slovakia,7,10,Finland,False
11475,1,WCQ Europe STAGE 2 GROUP 2,4,Netherlands,11,9,Italy,False
11476,1,WCQ Europe STAGE 2,6,Indonesia,8,11,Australia,False
11477,1,WCQ Europe STAGE 2,6,Philippines,10,9,Bangladesh,False
11478,1,WCQ Europe STAGE 2,6,Japan,11,12,South Korea,False
11479,1,WCQ Europe STAGE 2,6,Singapore,10,6,Pakistan,False
11480,1,WCQ Americas,9,Chile,7,6,United States,True
11481,1,WCQ Americas,9,Mexico,6,12,Argentina,False
11482,1,WCQ Americas,9,Peru,8,9,Ecuador,False
11483,1,WCQ Americas,9,Colombia,8,7,Brazil,True
11484,1,WCQ MEA STAGE 2,4,Israel,12,11,Saudi Arabia,False
11485,1,WCQ MEA STAGE 2,4,South Africa,8,13,United Arab Emirates,False
11486,1,WCQ MEA STAGE 2,4,Egypt,8,10,Qatar,False
11487,1,Algeria League Play,18,Algiers,15,9,Constantine,False
11488,1,Algeria League Play,18,Setif,10,14,Oran,False
11489,1,Algeria League Play,18,Batna,12,9,Tlemcen,False
11490,1,Algeria League Play,18,Blida,7,9,Béchar,False
11491,1,Algeria League Play,18,Annaba,10,7,Tiaret,False
11492,1,Algeria League Play,18,Djelfa,12,10,El Oued,False
11493,1,Algeria League Play,18,Biskra,17,11,Médéa,False
11494,1,Algeria League Play,18,Bejaia,8,13,Jijel,False
11495,1,Algeria League Play,18,Tébessa,17,10,Mostaganem,False
11496,1,Algeria League Play,18,Sidi Bel Abbes,10,15,Skikda,False
11497,1,Angola League Play,18,Luanda,5,8,Lobito,False
11498,1,Angola League Play,18,Cabinda,10,9,Huambo,False
11499,1,Angola League Play,18,Lubango,8,11,Menongue,False
11500,1,Angola League Play,18,Benguela,9,10,Saurimo,False
11501,1,Angola League Play,18,Malanje,13,9,Soyo,False
11502,1,Angola League Play,18,Sumbe,10,9,Cazombo,False
11503,1,Angola League Play,18,Uige,10,13,Lucapa,False
11504,1,Angola League Play,18,Namibe,8,10,Ndalatando,False
11505,1,Angola League Play,18,Kuito,9,12,Xangongo,False
11506,1,Angola League Play,18,Dundo,8,11,Longonjo,False
11507,1,Argentina League Play,18,Buenos Aires,15,11,Rosario,False
11508,1,Argentina League Play,18,Mendoza,9,8,Cordoba,False
11509,1,Argentina League Play,18,Tucuman,10,7,Santiago del Estero,False
11510,1,Argentina League Play,18,La Plata,7,6,General Pueyrredon,False
11511,1,Argentina League Play,18,Mar del Plata,14,8,Neuquen,False
11512,1,Argentina League Play,18,Salta,6,12,Corrientes,False
11513,1,Argentina League Play,18,Quilmes,10,9,Resistencia,False
11514,1,Argentina League Play,18,Santa Fe,13,9,San Juan,False
11515,1,Argentina League Play,18,Almirante Brown,9,7,Florencio Varela,False
11516,1,Argentina League Play,18,Lanus,9,10,Moreno,False
11517,1,Australia League Play,18,Sydney,9,11,Brisbane,False
11518,1,Australia League Play,18,Perth,5,9,Melbourne,False
11519,1,Australia League Play,18,Adelaide,18,7,Mackay,False
11520,1,Australia League Play,18,Gold Coast,21,10,Launceston,False
11521,1,Australia League Play,18,Canberra,10,11,Ballarat,False
11522,1,Australia League Play,18,Sunshine Coast,9,8,Bendigo,True
11523,1,Australia League Play,18,Wollongong,8,7,Darwin,True
11524,1,Australia League Play,18,Newcastle,8,7,Toowoomba,True
11525,1,Australia League Play,18,Geelong,13,10,Cairns,False
11526,1,Australia League Play,18,Hobart,12,10,Townsville,False
11527,1,Austria League Play,18,Vienna,12,8,Linz,False
11528,1,Austria League Play,18,Salzburg,9,10,Graz,False
11529,1,Austria League Play,18,Innsbruck,11,7,Amstetten,False
11530,1,Austria League Play,18,Klagenfurt,18,8,Traun,False
11531,1,Austria League Play,18,Wels,8,11,Krems,False
11532,1,Austria League Play,18,Villach,8,10,Leoben,False
11533,1,Austria League Play,18,Sankt Polten,9,8,Bregenz,True
11534,1,Austria League Play,18,Dornbirn,10,19,Feldkirch,False
11535,1,Austria League Play,18,Wiener Neustadt,7,5,Leonding,False
11536,1,Austria League Play,18,Steyr,6,7,Klosterneuburg,False
11537,1,Bangladesh League Play,18,Dhaka,10,9,Gazipur,True
11538,1,Bangladesh League Play,18,Narayanganj,9,8,Chittagong,False
11539,1,Bangladesh League Play,18,Khulna,8,7,Chandpur,True
11540,1,Bangladesh League Play,18,Rajshahi,9,12,Faridpur,False
11541,1,Bangladesh League Play,18,Sylhet,8,17,Tangail,False
11542,1,Bangladesh League Play,18,Savar,11,10,Nawabganj,False
11543,1,Bangladesh League Play,18,Comilla,10,9,Tongi,True
11544,1,Bangladesh League Play,18,Mymensingh,9,11,Barisal,False
11545,1,Bangladesh League Play,18,Rangpur,12,8,Jessore,False
11546,1,Bangladesh League Play,18,Dinajpur,9,8,Bogra,False
11547,1,Belgium League Play,18,Brussels,16,9,Ghent,False
11548,1,Belgium League Play,18,Charleroi,6,8,Antwerp,False
11549,1,Belgium League Play,18,Liege,8,9,Roeselare,False
11550,1,Belgium League Play,18,Bruges,9,7,Seraing,False
11551,1,Belgium League Play,18,Namur,17,10,Ostend,False
11552,1,Belgium League Play,18,Leuven,11,9,Genk,False
11553,1,Belgium League Play,18,Mons,11,7,Tournai,False
11554,1,Belgium League Play,18,Aalst,13,8,La Louviere,False
11555,1,Belgium League Play,18,Mechelen,12,10,Hasselt,False
11556,1,Belgium League Play,18,Sint-Niklaas,10,11,Kortrijk,False
11557,1,Brazil League Play,18,Sao Paulo,12,8,Brasilia,False
11558,1,Brazil League Play,18,Salvador,11,10,Rio de Janeiro,False
11559,1,Brazil League Play,18,Fortaleza,13,10,Joao Pessoa,False
11560,1,Brazil League Play,18,Belo Horizonte,8,9,Campo Grande,False
11561,1,Brazil League Play,18,Manaus,16,7,Teresina,False
11562,1,Brazil League Play,18,Curitiba,14,10,Natal,False
11563,1,Brazil League Play,18,Recife,9,15,Maceio,False
11564,1,Brazil League Play,18,Goiania,16,9,Sao Luis,False
11565,1,Brazil League Play,18,Belem,11,14,Campinas,False
11566,1,Brazil League Play,18,Porto Alegre,8,9,Guarulhos,False
11567,1,Canada League Play,18,Toronto,15,8,Calgary,False
11568,1,Canada League Play,18,Ottawa,8,7,Montreal,True
11569,1,Canada League Play,18,Edmonton,15,8,Longueuil,False
11570,1,Canada League Play,18,Winnipeg,17,11,Gatineau,False
11571,1,Canada League Play,18,Mississauga,13,10,Saskatoon,False
11572,1,Canada League Play,18,Vancouver,11,9,Vaughan,False
11573,1,Canada League Play,18,Brampton,8,10,Markham,False
11574,1,Canada League Play,18,Hamilton,11,7,London,False
11575,1,Canada League Play,18,Surrey,6,7,Laval,False
11576,1,Canada League Play,18,Quebec City,7,8,Halifax,False
11577,1,Chile League Play,18,Santiago,8,7,Valparaiso,True
11578,1,Chile League Play,18,Antofagasta,10,11,Concepcion,False
11579,1,Chile League Play,18,La Serena,9,12,Villa Alemana,False
11580,1,Chile League Play,18,Temuco,8,10,Quilpue,False
11581,1,Chile League Play,18,Rancagua,7,12,Osorno,False
11582,1,Chile League Play,18,Puerto Montt,10,6,Calama,False
11583,1,Chile League Play,18,Iquique,6,13,San Pedro de la Paz,False
11584,1,Chile League Play,18,Arica,9,8,Punta Arenas,True
11585,1,Chile League Play,18,Talca,11,10,Valdivia,True
11586,1,Chile League Play,18,Coquimbo,5,9,Copiapó,False
11587,1,China League Play,18,Chongqing,8,12,Beijing,False
11588,1,China League Play,18,Shenzhen,9,14,Shanghai,False
11589,1,China League Play,18,Guangzhou,10,9,Kunming,False
11590,1,China League Play,18,Tianjin,10,16,Dalian,False
11591,1,China League Play,18,Xi'an,9,11,Changsha,False
11592,1,China League Play,18,Zhengzhou,7,8,Shenyang,False
11593,1,China League Play,18,Hangzhou,9,8,Nanjing,False
11594,1,China League Play,18,Wuhan,8,7,Jinan,True
11595,1,China League Play,18,Suzhou,8,7,Chengdu,True
11596,1,China League Play,18,Harbin,8,11,Qingdao,False
11597,1,Colombia League Play,18,Bogota,13,8,Medellín,False
11598,1,Colombia League Play,18,Barranquilla,8,7,Cali,True
11599,1,Colombia League Play,18,Cartagena,14,9,Manizales,False
11600,1,Colombia League Play,18,Cucuta,11,10,Monteria,False
11601,1,Colombia League Play,18,Soledad,10,13,Neiva,False
11602,1,Colombia League Play,18,Bucaramanga,10,9,Palmira,False
11603,1,Colombia League Play,18,Pereira,10,7,Armenia,False
11604,1,Colombia League Play,18,Ibague,13,9,Santa Marta,False
11605,1,Colombia League Play,18,Villavicencio,15,11,Valledupar,False
11606,1,Colombia League Play,18,Soacha,9,18,Pasto,False
11607,1,Czech Republic League Play,18,Prague,19,8,Ostrava,False
11608,1,Czech Republic League Play,18,Plzen,11,21,Brno,False
11609,1,Czech Republic League Play,18,Liberec,10,11,Teplice,False
11610,1,Czech Republic League Play,18,Hradec Králové,8,6,Decin,False
11611,1,Czech Republic League Play,18,Pardubice,9,8,Jihlava,False
11612,1,Czech Republic League Play,18,Ústí nad Labem,9,8,Opava,False
11613,1,Czech Republic League Play,18,Olomouc,8,11,Frydek-Mistek,False
11614,1,Czech Republic League Play,18,České Budějovice,10,12,Karvina,False
11615,1,Czech Republic League Play,18,Havirov,14,9,Most,False
11616,1,Czech Republic League Play,18,Zlín,10,12,Kladno,False
11617,1,Denmark League Play,18,Copenhagen,11,8,Aalborg,False
11618,1,Denmark League Play,18,Odense,8,11,Aarhus,False
11619,1,Denmark League Play,18,Esbjerg,17,9,Sønderborg,False
11620,1,Denmark League Play,18,Vejle,9,8,Fredericia,False
11621,1,Denmark League Play,18,Copenhagen S,10,11,Naestved,False
11622,1,Denmark League Play,18,Frederiksberg,7,5,Hillerød,False
11623,1,Denmark League Play,18,Herning,16,10,Helsingør,False
11624,1,Denmark League Play,18,Randers,7,8,Holstebro,False
11625,1,Denmark League Play,18,Horsens,7,10,Viborg,False
11626,1,Denmark League Play,18,Kolding,8,13,Silkeborg,False
11627,1,Ecuador League Play,18,Guayaquil,13,7,Cuenca,False
11628,1,Ecuador League Play,18,Santo Domingo,8,13,Quito,False
11629,1,Ecuador League Play,18,Portoviejo,9,11,Azogues,False
11630,1,Ecuador League Play,18,Machala,6,8,Nueva Loja,False
11631,1,Ecuador League Play,18,Manta,12,10,Tulcán,False
11632,1,Ecuador League Play,18,Loja,13,8,Eloy Alfaro,False
11633,1,Ecuador League Play,18,Esmeraldas,10,7,Riobamba,False
11634,1,Ecuador League Play,18,Ibarra,11,8,Latacunga,False
11635,1,Ecuador League Play,18,Ambato,14,9,Quevedo,False
11636,1,Ecuador League Play,18,Milagro,6,5,Babahoyo,False
11637,1,Egypt League Play,18,Cairo,8,9,Giza,False
11638,1,Egypt League Play,18,Shubra El Kheima,9,15,Alexandria,False
11639,1,Egypt League Play,18,Suez,7,9,Sohag,False
11640,1,Egypt League Play,18,Port Said,7,6,Fayyum,False
11641,1,Egypt League Play,18,Al-Mansura,9,10,Dammietta,False
11642,1,Egypt League Play,18,El-Mahalla El-Kubra,9,10,Aswan,False
11643,1,Egypt League Play,18,Tanta,13,8,Beni Suef,False
11644,1,Egypt League Play,18,Asyut,14,8,Zagazig,False
11645,1,Egypt League Play,18,Ismailia,14,8,Damanhur,False
11646,1,Egypt League Play,18,Luxor,11,9,Minya,False
11647,1,Ethiopia League Play,18,Addis Ababa,14,9,Gondar,False
11648,1,Ethiopia League Play,18,Mekele,10,9,Dire Dawa,False
11649,1,Ethiopia League Play,18,Nazret,14,8,Harar,False
11650,1,Ethiopia League Play,18,Bahir Dar,9,10,Dilla,False
11651,1,Ethiopia League Play,18,Hawassa,12,9,Nekemte,False
11652,1,Ethiopia League Play,18,Dessie,8,7,Debre Markos,True
11653,1,Ethiopia League Play,18,Jimma,8,7,Kombolcha,False
11654,1,Ethiopia League Play,18,Jijiga,10,8,Sodo,False
11655,1,Ethiopia League Play,18,Shashamane,11,10,Arba Minch,False
11656,1,Ethiopia League Play,18,Bishoftu,14,8,Hosaena,False
11657,1,Finland League Play,18,Helsinki,10,13,Tampere,False
11658,1,Finland League Play,18,Vantaa,7,11,Espoo,False
11659,1,Finland League Play,18,Oulu,12,10,Kotka,False
11660,1,Finland League Play,18,Turku,9,8,Salo,False
11661,1,Finland League Play,18,Jyvaskyla,9,7,Mikkeli,False
11662,1,Finland League Play,18,Kuopio,11,8,Lappeenranta,False
11663,1,Finland League Play,18,Lahti,11,9,Hameenlinna,False
11664,1,Finland League Play,18,Pori,6,9,Rovaniemi,False
11665,1,Finland League Play,18,Kouvola,10,13,Vaasa,False
11666,1,Finland League Play,18,Joensuu,12,10,Seinajoki,False
11667,1,France League Play,18,Paris,6,7,Lyon,False
11668,1,France League Play,18,Toulouse,9,13,Marseille,False
11669,1,France League Play,18,Nice,8,13,Nimes,False
11670,1,France League Play,18,Nantes,9,11,Villeurbanne,False
11671,1,France League Play,18,Montpellier,8,10,Angers,False
11672,1,France League Play,18,Strasbourg,11,8,Dijon,False
11673,1,France League Play,18,Bordeaux,10,14,Grenoble,False
11674,1,France League Play,18,Lille,9,11,Saint-Etienne,False
11675,1,France League Play,18,Rennes,9,12,Le Havre,False
11676,1,France League Play,18,Reims,10,9,Toulon,False
11677,1,Germany League Play,18,Berlin,8,9,Munich,False
11678,1,Germany League Play,18,Cologne,8,15,Hamburg,False
11679,1,Germany League Play,18,Frankfurt,8,11,Mannheim,False
11680,1,Germany League Play,18,Stuttgart,9,12,Bielefeld,False
11681,1,Germany League Play,18,Dusseldorf,9,8,Bonn,False
11682,1,Germany League Play,18,Leipzig,13,8,Wuppertal,False
11683,1,Germany League Play,18,Dortmund,13,9,Bochum,False
11684,1,Germany League Play,18,Essen,7,6,Duisburg,False
11685,1,Germany League Play,18,Bremen,7,12,Nuremberg,False
11686,1,Germany League Play,18,Dresden,7,8,Hanover,False
11687,1,Greece League Play,18,Athens,15,7,Patras,False
11688,1,Greece League Play,18,Heraklion,6,8,Thessaloniki,False
11689,1,Greece League Play,18,Larissa,11,8,Ioannina,False
11690,1,Greece League Play,18,Volos,14,10,Chania,False
11691,1,Greece League Play,18,Peristeri,7,14,Chalcis,False
11692,1,Greece League Play,18,Piraeus,8,10,Acharnes,False
11693,1,Greece League Play,18,Kallithea,10,9,Kalamaria,False
11694,1,Greece League Play,18,Zografou,11,15,Nikaia,False
11695,1,Greece League Play,18,Agios Dimitrios,11,8,Glyfada,False
11696,1,Greece League Play,18,Rhodes,10,12,Ilion,False
11697,1,Hong Kong League Play,18,Hong Kong,15,9,Sha Tin,False
11698,1,Hong Kong League Play,18,Yuen Long,10,15,Kowloon,False
11699,1,Hong Kong League Play,18,Kwai Chung,12,7,Hung Hom,False
11700,1,Hong Kong League Play,18,Tuen Mun,12,10,Central,False
11701,1,Hong Kong League Play,18,Tseung Kwan O,9,7,Causeway Bay,False
11702,1,Hong Kong League Play,18,Tai Po,10,9,Shau Kei Wan,False
11703,1,Hong Kong League Play,18,Tsuen Wan,8,9,Aberdeen,False
11704,1,Hong Kong League Play,18,Sai Kung,10,8,Mong Kok,False
11705,1,Hong Kong League Play,18,Fanling,10,17,Ma On Shan,False
11706,1,Hong Kong League Play,18,Tin Shui Wai,11,9,Wan Chai,False
11707,1,Hungary League Play,18,Budapest,17,10,Miskolc,False
11708,1,Hungary League Play,18,Szeged,6,10,Debrecen,False
11709,1,Hungary League Play,18,Gyor,8,7,Kaposvar,True
11710,1,Hungary League Play,18,Kecskemet,8,12,Veszprem,False
11711,1,Hungary League Play,18,Pécs,7,9,Bekescsaba,False
11712,1,Hungary League Play,18,Győr,12,7,Eger,False
11713,1,Hungary League Play,18,Nyiregyhaza,10,12,Érd,False
11714,1,Hungary League Play,18,Szekesfehervar,11,8,Dunaujvaros,False
11715,1,Hungary League Play,18,Szombathely,9,18,Sopron,False
11716,1,Hungary League Play,18,Szolnok,10,14,Zalaegerszeg,False
11717,1,India League Play,18,Delhi,10,14,Kolkata,False
11718,1,India League Play,18,Bangalore,10,9,Mumbai,False
11719,1,India League Play,18,Hyderabad,11,8,Ghaziabad,False
11720,1,India League Play,18,Chennai,8,7,Visakhapatnam,False
11721,1,India League Play,18,Ahmedabad,8,9,Vadodara,False
11722,1,India League Play,18,Pune,9,6,Patna,False
11723,1,India League Play,18,Surat,8,6,Bhopal,False
11724,1,India League Play,18,Jaipur,10,17,Thane,False
11725,1,India League Play,18,Lucknow,11,12,Nagpur,False
11726,1,India League Play,18,Indore,9,18,Kanpur,False
11727,1,Indonesia League Play,18,Jakarta,10,9,Bandung,False
11728,1,Indonesia League Play,18,Bekasi,8,14,Surabaya,False
11729,1,Indonesia League Play,18,Medan,12,6,Pontianak,False
11730,1,Indonesia League Play,18,Depok,19,11,Banjarmasin,False
11731,1,Indonesia League Play,18,Tangerang,9,8,Tasikmalaya,True
11732,1,Indonesia League Play,18,Semarang,9,7,Samarinda,False
11733,1,Indonesia League Play,18,Makassar,6,9,Malang,False
11734,1,Indonesia League Play,18,Palembang,8,9,Padang,False
11735,1,Indonesia League Play,18,Batam,10,7,Bandar Lampung,False
11736,1,Indonesia League Play,18,Pekanbaru,11,6,Bogor,False
11737,1,Iraq League Play,18,Baghdad,11,13,Mosul,False
11738,1,Iraq League Play,18,Erbil,11,8,Basra,False
11739,1,Iraq League Play,18,Kirkuk,15,9,Tikrit,False
11740,1,Iraq League Play,18,Sulaymaniyah,14,8,Diyala,False
11741,1,Iraq League Play,18,Najaf,17,10,Fallujah,False
11742,1,Iraq League Play,18,Karbala,7,6,Amarah,True
11743,1,Iraq League Play,18,Nasiriyah,11,9,Samawah,False
11744,1,Iraq League Play,18,Ramadi,10,11,Dohuk,False
11745,1,Iraq League Play,18,Hillah,7,12,Kut,False
11746,1,Iraq League Play,18,Baqubah,6,7,Diwaniyah,False
11747,1,Ireland League Play,18,Dublin,15,9,Limerick,False
11748,1,Ireland League Play,18,Galway,11,14,Cork,False
11749,1,Ireland League Play,18,Waterford,14,9,Athlone,False
11750,1,Ireland League Play,18,Drogheda,7,8,Mullingar,False
11751,1,Ireland League Play,18,Swords,10,12,Ennis,False
11752,1,Ireland League Play,18,Dundalk,9,11,Tralee,False
11753,1,Ireland League Play,18,Bray,15,9,Portlaoise,False
11754,1,Ireland League Play,18,Kilkenny,12,8,Newbridge,False
11755,1,Ireland League Play,18,Navan,17,10,Carlow,False
11756,1,Ireland League Play,18,Balbriggan,18,7,Naas,False
11757,1,Israel League Play,18,Jerusalem,4,6,Haifa,False
11758,1,Israel League Play,18,Petah Tikva,7,8,Tel Aviv,False
11759,1,Israel League Play,18,Rishon LeZion,10,7,Ramla,False
11760,1,Israel League Play,18,Ashdod,13,10,Lod,False
11761,1,Israel League Play,18,Netanya,13,10,Nazareth,False
11762,1,Israel League Play,18,Beer Sheva,8,7,Modi'in,True
11763,1,Israel League Play,18,Bnei Brak,8,7,Kfar Saba,True
11764,1,Israel League Play,18,Holon,10,9,Herzliya,False
11765,1,Israel League Play,18,Ramat Gan,16,9,Bat Yam,False
11766,1,Israel League Play,18,Rehovot,13,8,Ashkelon,False
11767,1,Italy League Play,18,Rome,10,16,Naples,False
11768,1,Italy League Play,18,Turin,13,9,Milan,False
11769,1,Italy League Play,18,Palermo,10,7,Reggio Calabria,False
11770,1,Italy League Play,18,Genoa,8,6,Modena,False
11771,1,Italy League Play,18,Bologna,8,7,Parma,True
11772,1,Italy League Play,18,Florence,9,12,Brescia,False
11773,1,Italy League Play,18,Bari,8,9,Taranto,False
11774,1,Italy League Play,18,Catania,13,10,Trieste,False
11775,1,Italy League Play,18,Venice,10,16,Padua,False
11776,1,Italy League Play,18,Verona,10,9,Messina,True
11777,1,Japan League Play,18,Tokyo,17,10,Osaka,False
11778,1,Japan League Play,18,Nagoya,12,11,Yokohama,False
11779,1,Japan League Play,18,Sapporo,14,8,Shizuoka,False
11780,1,Japan League Play,18,Fukuoka,13,8,Sagamihara,False
11781,1,Japan League Play,18,Kobe,10,9,Okayama,True
11782,1,Japan League Play,18,Kawasaki,8,12,Niigata,False
11783,1,Japan League Play,18,Kyoto,9,8,Hamamatsu,False
11784,1,Japan League Play,18,Saitama,10,16,Sakai,False
11785,1,Japan League Play,18,Hiroshima,7,15,Kitakyushu,False
11786,1,Japan League Play,18,Sendai,7,11,Chiba,False
11787,1,Kazakhstan League Play,18,Almaty,10,11,Astana,False
11788,1,Kazakhstan League Play,18,Karaganda,8,15,Shymkent,False
11789,1,Kazakhstan League Play,18,Aktobe,9,6,Kokshetau,False
11790,1,Kazakhstan League Play,18,Taraz,6,10,Ekibastuz,False
11791,1,Kazakhstan League Play,18,Pavlodar,14,10,Rudny,False
11792,1,Kazakhstan League Play,18,Semey,8,9,Aktau,False
11793,1,Kazakhstan League Play,18,Atyrau,9,10,Kostanay,False
11794,1,Kazakhstan League Play,18,Ust-Kamenogorsk,9,13,Petropavl,False
11795,1,Kazakhstan League Play,18,Temirtau,10,14,Oral,False
11796,1,Kazakhstan League Play,18,Turkestan,15,8,Kyzylorda,False
11797,1,Kenya League Play,18,Nairobi,9,8,Kisumu,False
11798,1,Kenya League Play,18,Nakuru,9,15,Mombasa,False
11799,1,Kenya League Play,18,Eldoret,3,7,Lamu,False
11800,1,Kenya League Play,18,Ruiru,10,9,Embu,True
11801,1,Kenya League Play,18,Kikuyu,8,10,Naivasha,False
11802,1,Kenya League Play,18,Machakos,6,5,Wajir,False
11803,1,Kenya League Play,18,Thika,16,11,Nyeri,False
11804,1,Kenya League Play,18,Garissa,7,9,Kericho,False
11805,1,Kenya League Play,18,Kitale,7,14,Malindi,False
11806,1,Kenya League Play,18,Kisii,8,7,Meru,True
11807,1,Kuwait League Play,18,Kuwait City,18,6,Al Farwaniyah,False
11808,1,Kuwait League Play,18,Al Ahmadi,11,10,Hawalli,False
11809,1,Kuwait League Play,18,Jahra,8,9,Sabahiya,False
11810,1,Kuwait League Play,18,Mubarak Al-Kabeer,9,12,Um Al Hayman,False
11811,1,Kuwait League Play,18,Salmiya,10,9,Ruq'i,True
11812,1,Kuwait League Play,18,Fahaheel,12,8,Abu Halifa,False
11813,1,Kuwait League Play,18,Rumaithiyya,7,6,Fintas,True
11814,1,Kuwait League Play,18,Sabah Al-Salem,11,9,Mishref,False
11815,1,Kuwait League Play,18,Al-Mangaf,7,8,Salwa,False
11816,1,Kuwait League Play,18,Ar Riqqah,9,8,Bayan,True
11817,1,Malaysia League Play,18,Kuala Lumpur,11,8,Johor Bahru,False
11818,1,Malaysia League Play,18,Penang,11,16,Klang,False
11819,1,Malaysia League Play,18,Ipoh,8,9,Putrajaya,False
11820,1,Malaysia League Play,18,Subang Jaya,12,9,Miri,False
11821,1,Malaysia League Play,18,Kuching,14,11,Kuala Terengganu,False
11822,1,Malaysia League Play,18,Shah Alam,13,10,Alor Setar,False
11823,1,Malaysia League Play,18,Petaling Jaya,14,8,Kuantan,False
11824,1,Malaysia League Play,18,Kajang,9,13,Malacca,False
11825,1,Malaysia League Play,18,Ampang Jaya,8,6,Kota Bharu,False
11826,1,Malaysia League Play,18,Seremban,9,13,Kota Kinabalu,False
11827,1,Mexico League Play,18,Mexico City,13,8,Ecatepec,False
11828,1,Mexico League Play,18,Tijuana,10,12,Puebla,False
11829,1,Mexico League Play,18,Leon,6,8,Acapulco,False
11830,1,Mexico League Play,18,Juarez,12,10,Mexicali,False
11831,1,Mexico League Play,18,Guadalajara,9,13,Aguascalientes,False
11832,1,Mexico League Play,18,Zapopan,7,16,San Luis Potosi,False
11833,1,Mexico League Play,18,Monterrey,9,13,Saltillo,False
11834,1,Mexico League Play,18,Nezahualcoyotl,13,7,Culiacan,False
11835,1,Mexico League Play,18,Chihuahua,10,13,Hermosillo,False
11836,1,Mexico League Play,18,Naucalpan,10,13,Merida,False
11837,1,Morocco League Play,18,Casablanca,8,10,Fes,False
11838,1,Morocco League Play,18,Tangier,9,17,Rabat,False
11839,1,Morocco League Play,18,Sale,11,8,Al Hoceima,False
11840,1,Morocco League Play,18,Marrakech,13,7,Mohammedia,False
11841,1,Morocco League Play,18,Agadir,6,11,El Jadida,False
11842,1,Morocco League Play,18,Meknes,8,12,Beni Mellal,False
11843,1,Morocco League Play,18,Kenitra,10,9,Nador,False
11844,1,Morocco League Play,18,Oujda,9,8,Taza,True
11845,1,Morocco League Play,18,Tetouan,11,10,Khouribga,True
11846,1,Morocco League Play,18,Safi,7,6,Temara,False
11847,1,Netherlands League Play,18,Amsterdam,5,7,The Hague,False
11848,1,Netherlands League Play,18,Utrecht,12,9,Rotterdam,False
11849,1,Netherlands League Play,18,Tilburg,14,8,Zwolle,False
11850,1,Netherlands League Play,18,Eindhoven,10,12,Leiden,False
11851,1,Netherlands League Play,18,Groningen,22,9,Dordrecht,False
11852,1,Netherlands League Play,18,Almere,10,9,Amersfoort,True
11853,1,Netherlands League Play,18,Breda,13,9,Zaanstad,False
11854,1,Netherlands League Play,18,Nijmegen,7,8,Apeldoorn,False
11855,1,Netherlands League Play,18,Arnhem,9,6,Haarlem,False
11856,1,Netherlands League Play,18,Haarlemmermeer,12,10,Enschede,False
11857,1,New Zealand League Play,18,Auckland,10,12,Christchurch,False
11858,1,New Zealand League Play,18,Hamilton,9,13,Wellington,False
11859,1,New Zealand League Play,18,Tauranga,12,7,Blenheim,False
11860,1,New Zealand League Play,18,Napier-Hastings,11,9,Timaru,False
11861,1,New Zealand League Play,18,Dunedin,7,6,Taupo,False
11862,1,New Zealand League Play,18,Palmerston North,10,14,Masterton,False
11863,1,New Zealand League Play,18,Whangarei,9,11,Levin,False
11864,1,New Zealand League Play,18,New Plymouth,13,9,Gisborne,False
11865,1,New Zealand League Play,18,Nelson,6,8,Invercargill,False
11866,1,New Zealand League Play,18,Rotorua,9,8,Whanganui,True
11867,1,Nigeria League Play,18,Lagos,12,9,Ibadan,False
